bin_id,population_nearby,rainfall_mm,temperature_c,is_holiday,hours_since_last_collection,previous_fill_percentage,overflow_probability,will_overflow
BIN-0118,3193,1.78,22.3,0,25.8,22.6,1.0,1
BIN-0107,2257,22.58,21.6,0,14.5,27.4,0.851,0
BIN-0008,3419,10.55,21.1,0,39.0,61.6,1.0,1
BIN-0137,4243,4.6,25.7,0,23.8,64.8,1.0,1
BIN-0064,3842,0.08,22.0,0,24.4,13.8,1.0,1
BIN-0027,3505,1.21,26.8,0,40.6,58.4,1.0,1
BIN-0114,3125,4.95,12.7,0,30.2,86.1,1.0,1
BIN-0133,4248,2.96,20.7,0,18.0,61.5,1.0,1
BIN-0105,1063,5.46,23.7,0,24.3,10.6,0.395,0
BIN-0132,4913,9.38,44.6,0,39.9,92.4,1.0,1
BIN-0087,3604,4.76,2.6,0,12.7,94.1,1.0,1
BIN-0077,3068,1.86,35.9,0,15.5,68.0,1.0,1
BIN-0136,3945,3.49,29.0,1,42.1,86.2,1.0,1
BIN-0137,4243,4.35,15.2,0,25.4,99.2,1.0,1
BIN-0056,3961,5.04,21.4,0,6.7,32.8,0.474,0
BIN-0079,3195,0.38,24.5,0,24.3,33.5,1.0,1
BIN-0040,741,4.0,30.9,1,7.1,21.2,0.224,0
BIN-0093,2070,0.17,37.8,0,37.1,3.9,0.88,0
BIN-0007,3671,0.27,34.0,0,26.6,79.7,1.0,1
BIN-0022,3247,1.89,35.8,0,47.2,41.1,1.0,1
BIN-0074,2562,2.87,22.1,0,9.8,79.1,1.0,1
BIN-0049,534,0.63,26.5,0,20.0,74.1,0.868,0
BIN-0075,4384,14.5,15.5,0,31.7,98.6,1.0,1
BIN-0004,966,4.56,19.7,0,42.8,40.4,0.913,1
BIN-0117,3560,11.0,24.7,0,45.9,20.6,1.0,1
BIN-0091,3231,4.45,34.6,1,14.6,50.5,1.0,1
BIN-0041,2541,2.75,26.0,0,19.3,46.2,0.983,1
BIN-0133,4248,2.72,24.5,1,8.5,58.7,1.0,1
BIN-0072,879,7.81,22.4,1,11.0,61.3,0.792,0
BIN-0052,2085,0.69,32.3,0,33.9,20.0,0.942,1
BIN-0077,3068,5.39,15.8,0,23.5,81.2,1.0,1
BIN-0101,706,0.33,29.5,0,13.6,32.7,0.369,0
BIN-0031,3702,1.19,29.6,0,23.3,77.5,1.0,1
BIN-0105,1063,1.45,20.5,0,8.8,81.2,0.896,0
BIN-0063,1495,9.19,24.0,0,15.1,91.2,1.0,1
BIN-0116,2097,6.27,32.5,0,28.4,50.1,1.0,1
BIN-0006,3944,4.01,22.4,0,42.4,68.2,1.0,1
BIN-0065,4298,5.74,26.4,0,40.1,36.0,1.0,1
BIN-0104,3290,0.85,12.6,0,26.3,41.1,1.0,1
BIN-0036,2935,1.05,27.5,0,7.5,12.3,0.284,0
BIN-0083,4061,10.61,26.4,0,18.9,97.8,1.0,1
BIN-0109,3742,13.72,15.3,0,22.3,55.6,1.0,1
BIN-0126,2737,5.19,26.3,0,45.9,48.3,1.0,1
BIN-0134,1163,1.54,25.3,0,30.3,15.5,0.464,0
BIN-0001,1360,8.75,24.2,0,38.4,46.8,1.0,1
BIN-0108,2178,8.49,18.5,0,23.6,42.5,1.0,1
BIN-0131,1209,17.54,34.7,0,29.4,34.9,0.859,0
BIN-0007,3671,4.01,37.5,0,15.4,33.0,0.983,1
BIN-0147,3499,3.95,14.1,0,22.9,79.5,1.0,1
BIN-0022,3247,2.42,24.8,0,28.2,50.7,1.0,1
BIN-0026,3234,1.28,29.7,0,17.5,13.4,0.742,0
BIN-0055,1521,12.42,32.4,0,25.5,71.8,1.0,1
BIN-0112,3814,5.51,27.7,0,23.5,25.1,1.0,1
BIN-0126,2737,9.97,25.5,0,21.9,46.8,1.0,1
BIN-0050,3652,10.29,31.6,0,23.4,89.6,1.0,1
BIN-0100,4988,0.08,23.6,0,30.3,18.9,1.0,1
BIN-0041,2541,2.03,9.0,0,10.9,53.7,0.893,0
BIN-0079,3195,0.25,27.6,0,30.8,29.6,1.0,1
BIN-0026,3234,0.53,37.9,0,41.6,48.6,1.0,1
BIN-0149,1198,1.71,33.8,0,33.4,63.7,1.0,1
BIN-0011,1269,1.74,19.9,0,32.9,78.4,1.0,1
BIN-0142,1791,7.55,23.5,0,8.0,96.7,1.0,1
BIN-0008,3419,0.58,26.9,0,3.6,54.2,0.618,0
BIN-0019,1582,0.5,33.6,1,5.3,63.5,0.743,0
BIN-0014,1684,7.24,25.5,0,31.4,38.8,0.999,1
BIN-0146,4196,0.39,39.0,0,14.8,47.6,0.997,1
BIN-0004,966,2.46,23.4,0,43.2,86.6,1.0,1
BIN-0027,3505,1.57,28.8,0,5.8,13.5,0.331,0
BIN-0009,630,14.12,19.9,0,18.5,91.5,1.0,1
BIN-0037,1100,6.7,21.1,0,26.7,71.9,1.0,1
BIN-0025,689,8.32,37.1,0,33.2,76.4,1.0,1
BIN-0061,4797,0.27,31.2,0,13.3,85.5,1.0,1
BIN-0057,3113,0.24,26.5,1,25.2,24.7,1.0,1
BIN-0034,1146,1.55,38.1,0,22.5,34.7,0.663,0
BIN-0043,3112,7.1,19.6,0,6.3,58.3,0.793,0
BIN-0101,706,9.95,35.1,0,42.6,16.7,0.573,0
BIN-0110,1559,6.52,20.2,0,26.0,92.1,1.0,1
BIN-0032,4056,4.81,18.7,0,12.5,98.7,1.0,1
BIN-0009,630,6.4,16.6,0,45.1,13.7,0.474,0
BIN-0016,4617,1.5,31.6,0,42.3,18.1,1.0,1
BIN-0059,2000,4.71,11.6,0,22.1,9.2,0.533,0
BIN-0081,891,7.54,25.3,0,40.5,61.3,0.994,1
BIN-0069,1378,11.7,27.2,1,39.3,82.9,1.0,1
BIN-0066,1775,1.23,34.1,0,46.3,93.1,1.0,1
BIN-0115,3229,1.33,31.0,0,32.7,58.3,1.0,1
BIN-0125,3802,7.19,30.8,0,6.4,32.2,0.491,0
BIN-0129,3175,0.59,28.6,0,35.4,79.3,1.0,1
BIN-0052,2085,5.54,26.4,0,35.6,29.9,1.0,1
BIN-0069,1378,4.75,27.2,0,45.0,29.9,1.0,1
BIN-0071,4493,4.42,34.4,0,10.9,19.8,0.752,0
BIN-0069,1378,4.76,21.5,0,30.9,0.0,0.448,0
BIN-0149,1198,3.91,24.8,0,15.5,17.4,0.391,0
BIN-0117,3560,4.59,13.8,0,14.7,38.2,0.95,1
BIN-0116,2097,2.85,19.6,0,4.4,81.7,0.92,1
BIN-0029,1767,1.96,45.0,0,29.3,29.8,0.811,0
BIN-0037,1100,27.42,15.3,0,30.2,21.3,0.703,0
BIN-0110,1559,4.72,18.2,0,10.0,37.3,0.53,0
BIN-0095,4340,2.76,13.5,0,46.1,45.8,1.0,1
BIN-0074,2562,1.37,26.7,1,9.1,47.8,0.91,1
BIN-0012,2891,3.64,21.3,0,26.3,33.4,1.0,1
BIN-0102,1984,8.06,20.4,0,17.4,96.0,1.0,1
BIN-0053,4443,7.6,37.2,0,40.1,42.6,1.0,1
BIN-0027,3505,10.68,19.7,1,22.0,62.3,1.0,1
BIN-0076,564,4.9,16.3,0,41.9,79.5,1.0,1
BIN-0130,1782,0.37,22.1,0,8.5,10.0,0.242,0
BIN-0055,1521,6.28,3.3,0,42.1,39.5,1.0,1
BIN-0138,1995,2.07,28.0,0,43.8,28.3,1.0,1
BIN-0025,689,4.27,29.4,0,27.4,96.8,1.0,1
BIN-0138,1995,2.57,18.8,0,19.3,53.2,0.977,1
BIN-0134,1163,3.53,22.5,0,45.2,42.9,1.0,1
BIN-0052,2085,2.56,30.5,0,38.4,55.3,1.0,1
BIN-0064,3842,1.68,35.9,0,26.4,90.1,1.0,1
BIN-0047,1275,7.97,16.7,0,40.2,69.6,1.0,1
BIN-0077,3068,1.05,21.8,0,16.3,44.4,0.96,1
BIN-0135,2498,6.13,21.2,0,12.9,42.6,0.814,0
BIN-0003,3592,17.7,27.6,0,9.4,63.3,1.0,1
BIN-0004,966,0.92,18.5,0,6.3,92.1,1.0,1
BIN-0015,3885,11.94,21.5,1,25.8,7.5,1.0,1
BIN-0099,1370,12.66,46.5,0,38.3,81.2,1.0,1
BIN-0120,1863,0.05,27.1,0,36.0,18.1,0.788,0
BIN-0021,2547,1.94,17.5,0,39.3,74.7,1.0,1
BIN-0103,1363,5.63,24.3,0,11.2,18.6,0.357,0
BIN-0065,4298,5.69,23.6,0,16.9,26.0,0.983,1
BIN-0099,1370,3.85,41.4,0,21.7,64.1,0.918,1
BIN-0064,3842,2.29,28.0,0,32.3,15.1,1.0,1
BIN-0061,4797,2.62,25.8,0,3.5,82.1,0.971,1
BIN-0118,3193,7.96,17.8,1,18.6,60.1,1.0,1
BIN-0079,3195,0.46,26.1,0,26.4,88.3,1.0,1
BIN-0031,3702,19.35,32.4,0,18.4,19.1,1.0,1
BIN-0090,1304,3.31,17.0,0,17.8,96.9,1.0,1
BIN-0054,3573,4.54,17.5,1,41.7,81.0,1.0,1
BIN-0056,3961,7.04,23.8,0,39.9,76.6,1.0,1
BIN-0049,534,6.23,14.5,1,46.6,17.4,0.672,0
BIN-0065,4298,0.23,19.7,0,35.5,56.7,1.0,1
BIN-0142,1791,3.91,22.1,0,27.4,10.5,0.64,0
BIN-0052,2085,0.94,39.1,0,32.7,18.2,0.906,1
BIN-0130,1782,1.53,33.0,0,39.2,23.6,1.0,1
BIN-0072,879,15.29,18.6,0,7.2,72.7,0.735,0
BIN-0121,2481,2.33,29.4,0,15.8,43.4,0.856,0
BIN-0038,2863,1.38,25.9,0,27.0,9.9,0.837,0
BIN-0109,3742,3.85,36.4,0,40.3,72.6,1.0,1
BIN-0057,3113,1.24,32.1,0,15.7,47.1,1.0,1
BIN-0038,2863,2.16,33.4,1,17.5,6.7,0.86,0
BIN-0003,3592,2.51,24.7,0,18.8,39.7,1.0,1
BIN-0125,3802,4.09,7.7,0,2.2,50.9,0.606,0
BIN-0001,1360,3.47,26.9,0,31.9,90.4,1.0,1
BIN-0084,2778,5.62,21.5,1,3.5,46.3,0.601,0
BIN-0041,2541,5.47,21.6,0,47.2,78.4,1.0,1
BIN-0138,1995,0.03,13.1,0,13.5,31.1,0.544,0
BIN-0084,2778,0.24,34.9,0,33.1,93.2,1.0,1
BIN-0145,2136,5.91,22.3,0,34.3,72.6,1.0,1
BIN-0123,2029,2.87,17.9,0,25.4,31.6,0.875,0
BIN-0096,1528,2.82,24.3,0,10.5,28.8,0.434,0
BIN-0102,1984,15.93,21.0,0,29.7,71.2,1.0,1
BIN-0023,1475,13.46,16.6,1,10.0,35.3,0.649,0
BIN-0121,2481,4.85,27.7,1,42.4,40.5,1.0,1
BIN-0051,2455,0.61,16.3,1,35.5,35.0,1.0,1
BIN-0021,2547,4.22,35.8,0,12.8,26.2,0.672,0
BIN-0004,966,0.98,21.9,0,33.2,74.7,1.0,1
BIN-0085,3599,5.06,17.3,0,24.1,88.8,1.0,1
BIN-0112,3814,5.75,32.6,1,18.0,32.9,1.0,1
BIN-0067,1516,1.41,33.2,0,33.3,65.2,1.0,1
BIN-0106,4691,9.94,37.3,0,16.3,39.3,1.0,1
BIN-0098,4993,8.94,24.3,0,28.0,43.6,1.0,1
BIN-0019,1582,1.75,20.8,0,22.6,93.4,1.0,1
BIN-0053,4443,5.17,21.9,0,19.5,35.6,1.0,1
BIN-0002,4272,0.16,27.3,0,2.1,62.8,0.757,0
BIN-0119,4127,9.58,18.8,0,43.4,97.0,1.0,1
BIN-0093,2070,14.11,28.0,0,5.7,49.4,0.541,0
BIN-0017,3404,1.85,15.3,0,10.0,6.4,0.437,0
BIN-0087,3604,2.59,30.6,0,27.3,77.0,1.0,1
BIN-0039,2561,6.56,12.2,0,33.6,45.9,1.0,1
BIN-0098,4993,5.24,24.1,0,7.6,21.5,0.64,0
BIN-0097,1002,0.76,24.4,0,46.1,87.9,1.0,1
BIN-0013,2933,1.24,29.0,0,38.7,34.6,1.0,1
BIN-0130,1782,1.15,29.8,0,43.5,27.6,1.0,1
BIN-0150,2660,1.13,23.5,0,37.4,39.4,1.0,1
BIN-0042,3324,1.16,30.2,0,23.0,80.0,1.0,1
BIN-0044,1863,7.67,32.1,0,21.4,83.3,1.0,1
BIN-0119,4127,3.92,10.2,0,3.3,6.5,0.221,0
BIN-0078,2527,1.94,15.8,0,4.4,30.0,0.386,0
BIN-0075,4384,4.53,18.7,0,3.2,9.2,0.187,0
BIN-0082,4974,2.8,28.3,0,30.4,9.4,1.0,1
BIN-0065,4298,23.84,40.7,0,22.1,85.6,1.0,1
BIN-0063,1495,5.83,35.8,0,44.7,70.3,1.0,1
BIN-0105,1063,0.9,25.7,0,17.3,59.3,0.818,0
BIN-0036,2935,14.57,31.8,0,27.3,46.7,1.0,1
BIN-0019,1582,16.94,26.3,0,7.6,87.4,1.0,1
BIN-0064,3842,3.97,11.7,0,23.2,25.2,1.0,1
BIN-0146,4196,2.47,13.6,0,14.3,5.4,0.649,0
BIN-0115,3229,11.0,30.5,0,27.4,85.9,1.0,1
BIN-0130,1782,2.13,35.8,0,38.9,40.0,1.0,1
BIN-0060,661,7.11,25.3,0,18.4,60.1,0.695,0
BIN-0108,2178,2.59,13.3,0,45.8,85.0,1.0,1
BIN-0058,4343,6.34,12.9,0,32.2,59.2,1.0,1
BIN-0040,741,3.29,25.2,0,8.1,20.4,0.272,0
BIN-0082,4974,17.85,15.7,1,9.3,2.9,0.888,0
BIN-0038,2863,1.34,31.2,0,23.0,41.1,1.0,1
BIN-0075,4384,4.66,20.9,0,28.2,11.3,1.0,1
BIN-0102,1984,3.38,37.1,0,21.5,55.7,0.962,1
BIN-0045,1978,6.86,35.3,1,19.2,25.2,0.908,1
BIN-0123,2029,9.61,33.0,0,33.0,60.9,1.0,1
BIN-0040,741,11.16,35.0,0,36.6,45.0,0.844,0
BIN-0093,2070,5.83,0.9,0,27.6,64.4,1.0,1
BIN-0002,4272,2.06,41.4,1,8.6,87.3,1.0,1
BIN-0109,3742,4.47,42.1,0,19.6,31.9,1.0,1
BIN-0007,3671,1.44,37.6,0,42.3,44.4,1.0,1
BIN-0073,992,11.32,23.8,0,6.1,28.7,0.37,0
BIN-0086,700,4.09,31.8,0,16.5,94.1,1.0,1
BIN-0128,4529,0.27,10.0,0,19.9,0.1,0.924,1
BIN-0112,3814,1.72,24.6,0,37.1,16.9,1.0,1
BIN-0106,4691,3.2,36.1,0,19.9,75.6,1.0,1
BIN-0139,3804,3.46,17.1,0,13.4,97.7,1.0,1
BIN-0104,3290,13.82,16.0,0,16.6,21.3,0.854,0
BIN-0146,4196,11.46,22.7,0,25.5,41.7,1.0,1
BIN-0144,3957,6.38,18.7,1,27.7,25.0,1.0,1
BIN-0081,891,6.44,22.1,0,14.5,8.1,0.244,0
BIN-0013,2933,5.3,22.7,1,33.2,73.0,1.0,1
BIN-0096,1528,1.97,39.3,0,16.6,14.6,0.449,0
BIN-0129,3175,0.5,35.7,0,45.1,14.2,1.0,1
BIN-0089,4145,7.82,18.0,0,36.9,19.1,1.0,1
BIN-0013,2933,3.79,22.7,0,14.1,33.8,0.807,0
BIN-0032,4056,5.97,19.4,0,37.4,42.8,1.0,1
BIN-0089,4145,0.44,31.9,0,13.6,62.9,1.0,1
BIN-0066,1775,0.67,15.0,0,36.3,97.8,1.0,1
BIN-0034,1146,11.25,36.4,0,20.2,27.1,0.549,0
BIN-0043,3112,3.75,28.6,0,21.5,85.0,1.0,1
BIN-0031,3702,1.47,24.3,0,7.6,17.6,0.379,0
BIN-0009,630,5.09,25.5,0,10.6,89.2,0.93,1
BIN-0100,4988,2.54,28.3,1,20.2,62.5,1.0,1
BIN-0112,3814,0.54,18.7,0,47.1,98.0,1.0,1
BIN-0032,4056,0.13,31.2,0,8.2,82.2,1.0,1
BIN-0111,2222,0.75,27.0,0,15.1,86.9,1.0,1
BIN-0033,4390,1.66,47.6,0,36.6,91.4,1.0,1
BIN-0010,2185,10.81,32.3,0,13.8,61.8,1.0,1
BIN-0086,700,4.21,42.2,0,12.5,20.1,0.309,0
BIN-0011,1269,2.12,27.8,0,23.4,65.5,0.971,1
BIN-0008,3419,1.46,26.9,0,11.4,68.3,1.0,1
BIN-0113,3657,5.75,29.3,0,4.2,37.2,0.559,0
BIN-0146,4196,0.66,31.0,0,40.6,51.6,1.0,1
BIN-0067,1516,12.75,29.5,0,28.7,88.8,1.0,1
BIN-0069,1378,7.1,16.1,1,11.8,10.4,0.306,0
BIN-0113,3657,6.85,15.3,1,35.8,6.2,1.0,1
BIN-0070,1576,0.12,15.7,0,16.2,87.3,1.0,1
BIN-0040,741,5.68,21.8,0,8.9,27.9,0.428,0
BIN-0139,3804,2.21,35.1,0,46.1,34.4,1.0,1
BIN-0116,2097,11.45,23.6,0,18.1,27.3,0.703,0
BIN-0033,4390,7.65,25.5,0,12.2,65.3,1.0,1
BIN-0006,3944,7.18,13.5,0,37.2,89.6,1.0,1
BIN-0115,3229,1.09,11.7,0,11.2,11.3,0.533,0
BIN-0048,4514,9.07,39.9,0,40.7,13.3,1.0,1
BIN-0129,3175,0.54,26.3,0,18.6,86.2,1.0,1
BIN-0068,837,12.37,4.8,0,5.4,8.9,0.143,0
BIN-0050,3652,3.34,36.6,0,47.2,83.1,1.0,1
BIN-0111,2222,6.68,16.5,0,28.4,57.6,1.0,1
BIN-0026,3234,0.81,20.4,0,12.0,58.6,1.0,1
BIN-0061,4797,3.6,23.9,0,24.5,48.9,1.0,1
BIN-0083,4061,10.95,28.6,0,15.3,40.9,1.0,1
BIN-0106,4691,0.08,7.9,0,40.3,80.2,1.0,1
BIN-0143,4081,13.59,27.3,0,33.3,26.5,1.0,1
BIN-0045,1978,3.98,14.1,0,8.7,84.1,1.0,1
BIN-0122,2163,16.9,1.4,0,42.5,96.4,1.0,1
BIN-0105,1063,2.95,26.4,0,41.8,60.7,0.996,1
BIN-0050,3652,8.19,15.2,0,31.0,44.2,1.0,1
BIN-0065,4298,8.06,23.5,0,15.0,2.0,0.699,0
BIN-0097,1002,0.21,26.8,0,7.8,48.4,0.63,0
BIN-0011,1269,4.14,27.5,0,15.4,30.3,0.546,0
BIN-0131,1209,6.45,16.1,0,24.4,42.2,0.78,0
BIN-0024,2306,3.9,17.3,0,4.9,98.6,1.0,1
BIN-0066,1775,0.76,23.9,0,8.1,97.9,1.0,1
BIN-0089,4145,0.6,14.8,0,21.1,43.4,1.0,1
BIN-0072,879,7.11,22.6,0,13.9,15.3,0.248,0
BIN-0134,1163,6.58,13.2,0,26.0,59.0,0.948,1
BIN-0143,4081,0.76,28.3,0,20.8,17.0,0.982,1
BIN-0132,4913,1.93,27.5,0,32.6,70.0,1.0,1
BIN-0116,2097,0.49,22.1,0,23.7,31.1,0.822,0
BIN-0138,1995,2.15,21.3,0,40.1,4.0,0.857,0
BIN-0055,1521,0.49,31.1,0,27.8,43.3,0.842,0
BIN-0109,3742,10.1,-0.4,0,6.1,64.5,0.905,1
BIN-0100,4988,7.23,28.9,0,42.9,76.7,1.0,1
BIN-0090,1304,2.2,18.1,0,34.3,3.9,0.46,0
BIN-0082,4974,15.94,30.1,0,7.5,8.0,0.552,0
BIN-0148,3652,1.44,40.2,1,22.3,51.8,1.0,1
BIN-0039,2561,3.88,22.9,0,6.5,10.2,0.281,0
BIN-0031,3702,1.15,25.6,0,39.1,88.8,1.0,1
BIN-0006,3944,2.84,22.2,0,36.6,42.5,1.0,1
BIN-0025,689,2.77,23.6,0,45.9,30.0,0.681,0
BIN-0076,564,1.77,23.9,0,23.8,82.9,0.928,1
BIN-0048,4514,1.28,27.7,0,22.9,2.8,1.0,1
BIN-0124,2538,2.74,21.3,0,11.4,18.7,0.439,0
BIN-0064,3842,6.79,18.6,1,3.3,13.9,0.316,0
BIN-0088,2954,2.98,21.4,0,37.8,24.5,1.0,1
BIN-0099,1370,0.21,20.0,0,5.4,22.5,0.233,0
BIN-0065,4298,0.02,40.1,0,31.9,8.4,1.0,1
BIN-0016,4617,2.85,32.9,0,31.3,88.5,1.0,1
BIN-0137,4243,2.51,18.7,0,35.1,12.7,1.0,1
BIN-0100,4988,6.26,24.2,0,46.1,37.0,1.0,1
BIN-0071,4493,21.68,23.3,0,15.7,15.2,1.0,1
BIN-0091,3231,5.44,21.8,0,39.2,78.5,1.0,1
BIN-0038,2863,21.95,19.2,0,10.4,14.3,0.463,0
BIN-0088,2954,4.42,20.3,0,34.0,77.1,1.0,1
BIN-0086,700,0.48,29.2,0,3.0,4.0,0.0,0
BIN-0112,3814,3.71,31.9,0,20.6,95.1,1.0,1
BIN-0096,1528,0.06,28.3,0,6.4,78.5,0.862,0
BIN-0148,3652,3.39,29.3,0,11.5,34.0,0.736,0
BIN-0135,2498,8.42,14.5,0,2.4,83.4,0.974,1
BIN-0071,4493,0.05,21.8,0,29.9,98.4,1.0,1
BIN-0039,2561,0.27,24.4,0,38.3,53.0,1.0,1
BIN-0040,741,4.74,22.8,0,38.8,61.1,0.992,1
BIN-0023,1475,2.93,25.6,0,40.1,63.2,1.0,1
BIN-0135,2498,15.09,40.9,0,19.5,76.9,1.0,1
BIN-0061,4797,0.2,18.1,1,43.3,2.1,1.0,1
BIN-0115,3229,4.95,9.5,0,39.0,88.6,1.0,1
BIN-0128,4529,8.89,16.1,0,24.8,54.4,1.0,1
BIN-0143,4081,10.89,24.2,1,19.1,37.2,1.0,1
BIN-0066,1775,4.61,21.6,1,18.7,6.2,0.613,0
BIN-0030,2028,0.2,29.8,0,11.9,88.9,1.0,1
BIN-0060,661,9.91,29.2,1,46.8,26.2,0.698,0
BIN-0096,1528,10.66,8.6,0,32.9,98.7,1.0,1
BIN-0041,2541,0.2,21.4,0,42.0,74.6,1.0,1
BIN-0098,4993,0.37,18.8,0,22.5,34.6,1.0,1
BIN-0144,3957,6.96,24.3,0,43.7,95.9,1.0,1
BIN-0136,3945,13.47,29.8,0,6.8,23.1,0.579,0
BIN-0092,3273,3.42,29.8,0,38.1,94.2,1.0,1
BIN-0011,1269,2.35,5.0,0,28.8,46.6,0.795,0
BIN-0011,1269,3.01,28.0,0,24.4,77.4,1.0,1
BIN-0137,4243,1.37,21.9,0,29.5,18.4,1.0,1
BIN-0048,4514,9.37,27.6,0,36.7,17.4,1.0,1
BIN-0067,1516,1.84,27.8,0,13.8,40.7,0.599,0
BIN-0118,3193,4.01,23.1,0,41.0,75.9,1.0,1
BIN-0105,1063,2.13,20.8,0,14.1,42.7,0.529,0
BIN-0110,1559,7.25,27.8,0,21.9,14.3,0.569,0
BIN-0063,1495,3.69,22.0,0,4.0,46.3,0.502,0
BIN-0117,3560,7.56,27.8,0,35.8,99.5,1.0,1
BIN-0119,4127,4.06,35.1,1,47.5,39.7,1.0,1
BIN-0104,3290,0.85,22.2,0,37.3,85.3,1.0,1
BIN-0048,4514,1.0,25.7,0,2.4,48.6,0.621,0
BIN-0012,2891,5.98,33.1,0,19.5,77.8,1.0,1
BIN-0125,3802,11.0,15.1,0,23.4,51.6,1.0,1
BIN-0121,2481,0.23,14.5,0,32.7,57.5,1.0,1
BIN-0085,3599,4.61,20.3,0,34.2,63.9,1.0,1
BIN-0024,2306,0.09,18.9,0,45.7,71.6,1.0,1
BIN-0007,3671,4.77,26.5,0,27.0,37.1,1.0,1
BIN-0040,741,6.42,5.6,0,15.9,98.7,1.0,1
BIN-0020,3058,3.84,25.9,0,27.4,64.9,1.0,1
BIN-0031,3702,1.11,22.8,0,5.7,88.0,1.0,1
BIN-0058,4343,4.05,22.0,0,3.9,68.3,0.881,0
BIN-0075,4384,0.58,20.7,0,37.0,95.4,1.0,1
BIN-0130,1782,15.83,22.2,0,39.1,62.5,1.0,1
BIN-0078,2527,0.71,15.0,0,47.7,1.2,1.0,1
BIN-0142,1791,2.31,35.8,0,13.7,39.9,0.597,0
BIN-0044,1863,0.29,20.3,0,16.1,53.4,0.83,0
BIN-0046,3056,2.88,21.4,1,17.9,37.2,1.0,1
BIN-0072,879,9.57,30.3,1,44.9,96.9,1.0,1
BIN-0117,3560,0.88,28.7,0,4.9,88.8,1.0,1
BIN-0018,974,0.54,10.0,0,44.6,24.8,0.647,0
BIN-0123,2029,2.84,42.4,0,47.6,24.4,1.0,1
BIN-0056,3961,3.74,6.0,0,25.8,61.0,1.0,1
BIN-0121,2481,3.44,32.4,0,28.1,39.8,1.0,1
BIN-0083,4061,2.18,27.9,0,5.0,85.9,1.0,1
BIN-0142,1791,14.44,38.7,1,40.2,65.9,1.0,1
BIN-0017,3404,3.27,13.4,0,36.0,53.8,1.0,1
BIN-0062,2481,3.85,21.4,0,20.5,18.8,0.642,0
BIN-0021,2547,1.71,22.0,0,46.4,80.9,1.0,1
BIN-0059,2000,0.76,25.8,0,40.1,67.2,1.0,1
BIN-0016,4617,5.63,31.4,0,36.6,21.9,1.0,1
BIN-0068,837,2.04,19.2,0,25.4,69.2,0.837,0
BIN-0120,1863,1.76,24.3,0,14.4,41.0,0.725,0
BIN-0148,3652,2.85,36.9,0,17.6,22.4,0.879,0
BIN-0017,3404,5.21,20.3,0,43.0,31.6,1.0,1
BIN-0047,1275,0.35,33.0,0,43.1,50.2,1.0,1
BIN-0005,4926,3.51,31.6,0,15.1,57.5,1.0,1
BIN-0053,4443,5.86,18.2,0,21.3,19.4,1.0,1
BIN-0021,2547,1.44,29.2,0,2.7,73.3,0.778,0
BIN-0097,1002,8.54,27.8,0,21.3,89.0,1.0,1
BIN-0071,4493,0.39,22.3,0,38.4,7.5,1.0,1
BIN-0144,3957,2.01,36.7,1,20.1,6.9,1.0,1
BIN-0100,4988,1.05,23.4,0,27.1,27.7,1.0,1
BIN-0110,1559,1.49,38.3,0,20.0,11.8,0.455,0
BIN-0053,4443,5.54,25.8,0,29.1,57.6,1.0,1
BIN-0135,2498,3.83,11.1,1,23.1,12.8,1.0,1
BIN-0075,4384,0.68,48.2,0,5.3,94.4,1.0,1
BIN-0054,3573,8.96,16.6,0,12.2,95.2,1.0,1
BIN-0112,3814,2.12,24.4,0,15.8,57.1,1.0,1
BIN-0068,837,7.66,32.5,0,42.9,83.6,1.0,1
BIN-0078,2527,1.38,6.2,1,29.9,15.8,1.0,1
BIN-0006,3944,2.83,17.6,0,48.0,49.3,1.0,1
BIN-0136,3945,0.89,25.6,0,11.4,69.5,1.0,1
BIN-0086,700,2.11,22.7,0,37.4,66.8,1.0,1
BIN-0129,3175,3.25,13.9,0,47.9,56.6,1.0,1
BIN-0054,3573,2.52,38.0,0,13.8,67.1,1.0,1
BIN-0033,4390,4.63,31.7,0,43.6,69.8,1.0,1
BIN-0056,3961,8.92,25.6,0,42.5,30.4,1.0,1
BIN-0032,4056,1.31,23.6,0,35.5,68.3,1.0,1
BIN-0123,2029,1.31,33.6,0,10.7,68.9,0.857,0
BIN-0103,1363,3.16,34.4,0,31.0,54.0,1.0,1
BIN-0051,2455,11.05,38.4,0,32.9,23.6,1.0,1
BIN-0001,1360,0.06,22.7,0,10.9,80.2,0.909,1
BIN-0033,4390,4.81,22.3,1,26.1,4.3,1.0,1
BIN-0088,2954,11.59,33.4,0,44.7,21.1,1.0,1
BIN-0068,837,8.24,27.2,0,12.4,63.9,0.709,0
BIN-0118,3193,5.33,16.0,1,46.0,85.7,1.0,1
BIN-0086,700,3.14,33.6,0,5.2,41.9,0.467,0
BIN-0113,3657,0.8,31.2,1,2.4,21.7,0.392,0
BIN-0060,661,2.7,17.4,0,7.1,44.1,0.464,0
BIN-0113,3657,5.14,33.0,0,43.3,96.6,1.0,1
BIN-0106,4691,5.26,16.9,0,45.0,79.0,1.0,1
BIN-0108,2178,0.64,16.6,0,4.7,37.4,0.514,0
BIN-0037,1100,6.1,25.2,0,13.4,60.0,0.692,0
BIN-0053,4443,2.03,35.2,0,24.7,29.9,1.0,1
BIN-0147,3499,0.24,27.8,0,9.8,10.9,0.387,0
