area,population,temperature,rainfall,holiday,last_collection_hours,waste_generated_kg,overflow
Ward-16,4792,38.7,23.4,1,30,210.03,1
Ward-15,2325,44.2,37.9,1,29,76.85,1
Ward-12,3128,22.8,25.0,1,30,127.58,1
Ward-7,7254,25.9,31.7,0,12,360.78,0
Ward-1,11671,29.3,6.8,1,7,549.18,1
Ward-1,10021,26.6,6.7,0,23,390.77,1
Ward-14,7529,19.1,30.0,1,22,246.05,1
Ward-5,2174,37.8,0.8,1,7,119.41,0
Ward-2,6428,36.8,13.4,1,14,314.53,0
Ward-12,6285,32.9,19.6,1,3,377.51,0
Ward-3,7220,41.3,35.8,0,26,254.92,0
Ward-8,3219,22.8,2.6,0,25,88.03,0
Ward-1,7589,41.5,24.7,0,19,385.07,0
Ward-15,7421,39.2,4.2,0,2,367.38,0
Ward-3,5040,20.5,38.1,0,14,260.21,0
Ward-2,3301,28.4,25.0,0,16,188.32,0
Ward-16,11919,37.1,18.8,0,15,403.95,0
Ward-6,5239,25.1,35.1,0,23,187.13,0
Ward-7,5064,40.9,30.3,0,6,225.32,0
Ward-10,11855,29.1,25.6,0,14,438.69,1
Ward-8,10692,18.2,35.6,1,10,545.29,1
Ward-3,10092,27.3,29.3,1,3,522.78,1
Ward-15,2196,44.4,27.0,1,19,133.28,0
Ward-20,3079,33.4,29.1,1,15,137.89,0
Ward-12,10187,26.1,19.6,0,8,466.78,0
Ward-12,8713,30.6,18.5,1,15,487.03,0
Ward-5,4327,37.9,15.4,0,28,140.58,0
Ward-5,8544,27.9,17.4,0,5,395.66,0
Ward-4,2268,28.6,6.0,1,7,65.2,0
Ward-10,11000,25.5,7.6,1,14,487.65,1
Ward-16,2979,27.5,4.2,1,23,123.55,0
Ward-8,10499,43.5,32.1,1,16,311.37,0
Ward-6,7547,35.0,27.4,1,20,239.17,0
Ward-10,7588,37.6,32.3,0,12,355.27,0
Ward-1,9324,28.0,9.8,1,23,359.89,1
Ward-11,9801,39.2,22.2,1,23,336.27,1
Ward-11,11376,44.2,9.2,0,27,620.56,1
Ward-16,2317,26.5,35.2,1,25,72.69,1
Ward-17,10043,30.5,36.0,1,3,447.81,1
Ward-9,4344,27.8,31.1,1,8,139.55,0
Ward-12,9906,33.2,31.3,1,16,594.18,1
Ward-18,5277,40.3,25.8,0,10,283.84,0
Ward-7,10577,39.6,11.3,1,14,553.74,1
Ward-10,6276,23.5,11.8,0,21,306.39,0
Ward-12,9617,38.9,39.7,1,21,385.01,1
Ward-15,7146,20.9,10.9,1,7,363.93,0
Ward-6,11608,21.5,38.2,0,2,652.52,1
Ward-12,4322,26.5,28.8,0,21,178.92,0
Ward-6,7351,34.6,30.4,1,11,348.01,0
Ward-17,2915,37.5,28.5,1,3,154.11,0
Ward-4,10565,22.4,28.6,0,25,425.44,1
Ward-3,8760,27.3,2.8,1,18,275.79,0
Ward-13,4539,32.8,3.6,0,15,168.34,0
Ward-9,5725,24.5,25.8,0,2,290.06,0
Ward-16,2694,19.1,30.3,0,28,84.73,0
Ward-13,8484,18.5,30.6,1,1,432.84,1
Ward-18,3113,19.1,23.6,0,8,128.1,0
Ward-3,11528,41.8,20.4,0,13,420.88,1
Ward-20,6610,25.2,15.0,1,6,374.01,0
Ward-9,7480,23.3,35.9,1,4,368.43,1
Ward-15,11885,44.1,26.9,1,7,404.12,1
Ward-4,5368,23.4,22.8,1,27,260.69,1
Ward-19,6970,27.7,2.2,0,19,408.98,0
Ward-7,10373,18.6,0.5,0,28,415.09,1
Ward-13,7363,30.4,15.6,0,30,331.93,0
Ward-10,6071,20.1,4.3,0,28,169.81,0
Ward-1,6493,43.1,12.1,1,24,291.83,0
Ward-2,8030,23.8,7.6,1,24,435.08,1
Ward-14,2366,26.0,1.4,0,10,79.32,0
Ward-7,3971,42.8,29.8,0,29,229.11,0
Ward-1,3844,20.3,9.4,1,9,120.45,0
Ward-3,4511,23.8,15.9,1,1,137.66,0
Ward-15,8757,22.7,0.5,0,22,290.04,0
Ward-9,6613,37.4,8.1,1,1,350.09,0
Ward-7,5847,36.6,32.4,0,28,288.48,0
Ward-18,10004,39.4,28.6,0,10,413.3,1
Ward-15,9741,32.7,14.9,1,24,439.08,1
Ward-12,8668,22.7,16.1,1,12,445.48,0
Ward-16,10884,29.0,38.5,0,20,394.7,1
Ward-12,9644,30.2,21.6,0,29,301.94,1
Ward-5,11810,27.2,25.3,0,28,622.87,1
Ward-7,8493,20.2,16.8,0,17,394.18,0
Ward-19,2066,24.9,22.0,0,24,84.43,0
Ward-11,10014,21.2,29.3,1,18,582.82,1
Ward-13,5589,33.6,30.0,0,8,273.2,0
Ward-7,2009,42.1,38.8,0,16,51.86,0
Ward-10,5962,38.4,12.1,0,18,311.08,0
Ward-7,2385,18.4,11.8,0,6,137.99,0
Ward-3,6152,30.2,4.8,1,22,266.85,0
Ward-10,7622,28.5,8.3,1,20,362.64,0
Ward-20,11721,19.1,19.7,0,16,445.26,0
Ward-16,8287,38.3,30.8,1,23,409.8,1
Ward-16,2447,28.3,38.5,0,16,75.6,0
Ward-8,3540,30.3,30.0,0,20,192.07,0
Ward-10,11054,39.0,34.2,0,20,448.2,1
Ward-5,11722,41.3,31.2,1,3,526.75,1
Ward-19,8359,39.6,21.4,0,9,405.56,0
Ward-16,4849,42.4,11.7,0,2,180.95,0
Ward-4,4536,44.2,3.1,1,16,165.46,0
Ward-6,8172,19.2,7.3,1,28,426.43,1
Ward-8,9285,39.8,37.9,0,4,309.63,0
Ward-20,11220,18.6,19.8,1,1,590.96,1
Ward-12,10904,20.9,18.9,1,14,506.31,1
Ward-3,3429,25.1,37.9,1,16,160.93,0
Ward-5,3982,18.7,3.5,0,22,149.33,0
Ward-18,8116,33.0,19.1,0,19,346.49,0
Ward-8,5316,22.0,5.3,1,1,219.19,0
Ward-1,3847,32.2,10.6,0,10,202.5,0
Ward-8,9870,39.6,7.5,1,16,421.82,1
Ward-13,11060,35.1,21.7,0,5,567.45,1
Ward-5,3114,30.9,39.6,0,19,113.89,0
Ward-14,7926,43.3,33.1,1,2,398.4,1
Ward-11,8465,18.7,26.9,1,13,381.64,1
Ward-8,4086,30.9,38.0,1,21,234.87,1
Ward-8,11813,32.1,19.9,0,14,563.65,0
Ward-18,3390,37.0,31.1,0,12,121.14,0
Ward-11,6972,40.6,24.2,1,28,408.01,1
Ward-13,11659,36.8,36.9,0,16,475.33,1
Ward-11,10728,32.0,25.3,1,21,399.01,1
Ward-10,11739,31.9,12.5,1,30,424.14,1
Ward-10,5143,40.3,20.7,1,9,191.96,0
Ward-7,4281,39.7,27.5,0,22,225.04,0
Ward-18,7261,23.5,18.5,0,4,390.71,0
Ward-8,5370,34.1,25.3,1,6,316.42,0
Ward-12,6024,28.6,28.7,1,18,232.61,0
Ward-3,6137,21.4,15.1,1,1,208.84,0
Ward-9,10110,30.3,39.6,1,17,463.38,1
Ward-2,9007,35.0,19.6,0,16,380.86,0
Ward-5,4967,21.3,30.4,0,2,266.34,0
Ward-18,10769,25.2,31.4,1,7,342.38,0
Ward-2,2161,21.0,39.1,1,10,81.91,0
Ward-20,11890,33.4,10.7,1,27,421.93,1
Ward-19,7189,38.6,6.9,1,7,313.2,0
Ward-6,3493,33.4,24.6,1,26,139.57,1
Ward-14,5620,24.5,24.4,0,30,190.05,0
Ward-8,7054,29.8,34.4,1,15,240.79,0
Ward-3,8693,37.2,17.7,1,28,416.4,1
Ward-18,6451,23.5,26.9,1,26,356.59,1
Ward-1,10176,31.7,15.5,1,20,353.79,1
Ward-3,11846,40.6,27.3,0,26,487.67,1
Ward-12,8637,25.4,28.6,0,13,413.48,0
Ward-1,11229,24.6,27.9,1,23,601.95,1
Ward-12,7890,28.3,19.6,1,30,334.59,0
Ward-12,5744,25.3,36.5,1,16,188.33,0
Ward-19,10473,34.2,32.4,0,13,439.16,1
Ward-3,4601,20.5,27.8,0,9,166.25,0
Ward-15,4441,25.9,34.3,1,28,244.43,1
Ward-10,4730,32.1,9.3,0,20,155.48,0
Ward-6,6722,32.8,37.7,0,8,223.58,0
Ward-20,3262,19.8,4.1,0,18,108.51,0
Ward-12,4931,22.1,37.3,0,26,163.44,0
Ward-9,10409,40.0,20.0,0,13,336.34,0
Ward-5,4167,24.5,24.4,1,19,221.41,0
Ward-15,4869,37.2,28.5,0,21,216.28,0
Ward-13,4226,18.0,18.4,1,22,224.42,0
Ward-13,10602,30.6,25.9,1,26,519.39,1
Ward-13,6119,32.1,16.3,1,5,319.59,0
Ward-20,8021,40.7,4.6,1,13,326.04,0
Ward-11,9982,23.4,0.6,1,25,476.54,1
Ward-19,4291,35.5,12.1,0,5,119.92,0
Ward-15,6143,31.1,18.7,1,12,345.44,0
Ward-14,2841,24.6,5.8,0,10,111.13,0
Ward-13,9100,20.1,11.8,1,2,542.72,1
Ward-16,3110,27.5,7.7,0,1,171.7,0
Ward-18,6417,19.6,20.4,1,1,272.19,0
Ward-20,9541,27.4,13.1,1,2,518.99,1
Ward-15,9987,29.7,20.6,0,5,574.25,1
Ward-15,6376,21.9,30.5,0,3,300.31,0
Ward-8,2686,19.2,0.5,0,7,102.04,0
Ward-5,8994,32.8,10.2,0,1,523.75,0
Ward-2,6350,37.6,31.5,0,15,351.46,0
Ward-16,3871,20.2,18.4,1,20,195.55,0
Ward-16,6228,33.6,21.9,1,21,312.15,1
Ward-19,10520,36.4,32.2,0,8,570.15,1
Ward-9,7376,43.4,12.0,1,2,423.97,0
Ward-9,3744,40.2,22.2,0,29,218.29,0
Ward-5,3615,36.8,20.2,1,24,154.48,1
Ward-10,3329,24.5,24.9,0,25,146.8,0
Ward-14,8650,40.0,6.2,1,1,340.93,0
Ward-10,5861,31.1,39.9,1,19,210.67,0
Ward-8,6693,24.6,32.2,1,6,324.6,0
Ward-3,3649,20.2,31.8,0,5,168.33,0
Ward-3,4488,44.8,0.1,0,2,171.96,0
Ward-12,7853,36.0,3.5,0,29,292.57,0
Ward-19,3349,44.7,24.6,0,26,113.18,0
Ward-16,3761,25.2,11.7,0,27,167.51,0
Ward-15,11931,41.0,6.3,0,16,582.57,0
Ward-2,8445,41.0,26.6,1,26,386.06,1
Ward-10,6811,35.6,32.6,1,26,406.23,1
Ward-10,7351,23.7,18.5,0,2,241.56,0
Ward-4,4419,20.9,18.0,0,24,153.12,0
Ward-11,11490,24.5,19.3,1,4,671.96,1
Ward-18,11628,26.2,28.4,1,21,346.9,1
Ward-7,7653,19.8,1.3,1,13,272.33,0
Ward-13,7301,30.1,32.6,1,22,304.6,1
Ward-19,5014,18.2,31.3,1,14,179.46,0
Ward-11,4427,19.1,5.6,1,9,262.14,0
Ward-14,2629,38.8,25.3,1,26,120.85,1
Ward-4,9910,38.8,38.8,0,7,348.46,0
Ward-17,6480,32.3,35.6,0,14,353.28,0
Ward-2,9453,44.0,23.6,1,18,564.53,1
Ward-10,7449,18.5,23.6,0,16,405.54,0
Ward-15,11973,33.4,36.9,0,15,469.93,1
Ward-2,5759,36.0,23.2,1,9,162.68,0
Ward-8,9360,24.5,0.1,0,3,497.06,0
Ward-18,8828,18.4,34.7,1,25,405.86,1
Ward-19,5496,32.4,22.1,0,28,223.17,0
Ward-18,7383,22.8,26.2,0,22,309.77,0
Ward-8,9862,18.6,5.2,1,6,497.25,1
Ward-14,4651,42.5,8.2,0,12,170.42,0
Ward-10,10885,36.7,25.6,0,5,625.82,1
Ward-1,5924,19.8,30.8,1,6,195.92,0
Ward-4,10199,38.7,31.2,1,17,350.05,1
Ward-9,3364,27.6,3.7,0,13,184.13,0
Ward-9,2298,42.6,24.8,0,3,73.81,0
Ward-17,10762,23.2,39.6,1,1,428.26,1
Ward-14,3696,39.8,31.0,1,7,134.3,0
Ward-16,11606,38.2,2.7,0,27,593.46,1
Ward-16,11133,38.8,15.5,1,7,616.03,1
Ward-7,2060,33.4,0.7,1,21,92.72,0
Ward-1,7163,41.3,3.4,0,20,337.39,0
Ward-19,4224,30.8,22.1,1,4,187.21,0
Ward-11,6031,26.4,32.9,1,2,318.48,0
Ward-10,4243,36.8,32.6,0,9,167.04,0
Ward-3,10699,27.8,19.9,1,14,347.52,0
Ward-11,5027,37.2,34.8,0,12,186.89,0
Ward-11,7215,42.0,7.3,0,19,378.95,0
Ward-9,7103,40.7,22.0,0,26,382.39,1
Ward-18,6869,42.5,26.3,0,29,306.48,0
Ward-10,8884,20.5,13.3,0,5,302.8,0
Ward-19,2065,20.9,19.1,1,26,86.0,0
Ward-9,4601,34.0,22.4,0,3,171.55,0
Ward-19,3701,35.0,0.7,0,24,176.43,0
Ward-17,5909,44.7,0.2,1,19,329.19,0
Ward-7,10071,32.8,2.4,0,20,491.31,0
Ward-17,6795,27.3,16.2,1,30,312.52,0
Ward-20,4042,37.1,10.2,1,1,236.05,0
Ward-7,6144,36.7,23.1,0,22,238.62,0
Ward-8,6095,38.1,29.3,1,5,350.4,1
Ward-4,11413,18.1,8.4,0,27,577.3,1
Ward-11,5380,30.1,5.9,0,28,240.01,0
Ward-13,10501,36.4,17.7,0,28,503.36,1
Ward-12,5080,41.5,34.3,0,16,217.87,0
Ward-2,6130,18.1,18.5,0,26,329.76,0
Ward-15,10589,25.8,16.5,1,5,394.79,1
Ward-1,9753,39.2,21.2,1,12,370.27,1
Ward-7,6515,40.7,38.5,1,6,286.86,0
Ward-5,2280,39.1,25.8,1,8,137.95,0
Ward-5,3799,25.2,14.8,1,23,139.71,0
Ward-17,7082,38.2,0.8,0,8,393.5,0
Ward-8,11108,41.1,23.0,0,21,500.01,1
Ward-5,2320,26.8,27.6,1,19,92.59,0
Ward-6,3777,37.8,28.8,1,9,183.05,0
Ward-7,8585,36.1,38.4,1,4,360.38,1
Ward-8,7320,19.2,13.4,1,25,265.9,0
Ward-8,9058,43.9,0.7,0,4,410.8,0
Ward-14,2718,23.5,16.5,0,4,156.1,0
Ward-15,4223,24.0,8.6,1,4,111.8,0
Ward-19,8703,21.2,11.2,1,29,309.31,0
Ward-8,3946,20.5,10.0,0,2,165.81,0
Ward-6,2104,43.0,19.6,0,26,82.34,0
Ward-3,10252,33.7,37.0,1,1,432.88,1
Ward-12,9411,33.0,6.6,0,21,450.43,1
Ward-7,4819,40.2,9.4,0,24,183.6,0
Ward-7,4172,26.0,2.5,1,8,183.85,0
Ward-7,8007,34.9,35.2,1,27,391.33,1
Ward-3,4606,30.8,0.3,1,2,219.21,0
Ward-14,3778,20.3,6.3,0,5,157.77,0
Ward-6,6360,37.3,28.5,1,29,290.39,1
Ward-20,10730,35.8,8.6,1,14,390.78,1
Ward-15,6574,26.5,24.3,0,7,272.28,0
Ward-18,9616,43.0,35.0,0,26,504.87,1
Ward-8,10741,43.6,4.5,1,13,618.47,1
Ward-5,2865,32.0,21.6,0,26,113.14,0
Ward-17,11943,32.7,3.0,0,11,530.16,0
Ward-9,7440,32.8,33.1,0,14,346.2,0
Ward-5,5612,36.9,3.6,0,20,239.72,0
Ward-18,3313,37.9,12.9,0,22,140.74,0
Ward-1,2542,38.7,31.2,0,28,119.21,0
Ward-11,4702,38.5,32.3,0,3,237.33,0
Ward-4,9192,39.2,21.6,1,2,502.85,1
Ward-20,2423,37.4,39.5,1,13,133.34,0
Ward-17,6749,38.3,10.4,0,18,371.04,0
Ward-19,10847,30.9,19.6,0,5,393.12,0
Ward-17,2695,26.5,18.8,1,15,86.94,0
Ward-1,6280,41.9,15.1,1,3,257.14,0
Ward-17,4456,28.9,22.5,0,14,144.41,0
Ward-8,7269,28.0,2.0,1,27,258.27,0
Ward-2,11052,37.3,25.0,0,14,396.9,1
Ward-20,11146,30.4,14.2,0,25,548.62,1
Ward-17,5027,21.4,2.4,0,30,164.94,0
Ward-17,4035,42.0,36.6,0,9,187.12,0
Ward-6,10969,43.6,19.9,0,17,401.59,0
Ward-7,10656,35.5,16.0,0,5,520.48,0
Ward-13,6835,37.6,20.9,1,14,246.9,0
Ward-14,4138,27.9,29.0,1,7,155.49,0
Ward-9,3346,30.5,1.6,1,10,200.55,0
Ward-6,7811,43.5,14.9,1,28,426.47,1
Ward-8,8046,27.2,27.3,1,7,489.37,1
Ward-1,3386,30.7,12.3,1,28,134.13,0
Ward-17,10277,42.7,0.9,0,24,331.56,0
Ward-17,10499,22.8,39.3,1,24,619.9,1
Ward-2,7569,19.0,27.5,0,28,281.42,0
Ward-7,5423,44.2,33.0,0,27,251.78,0
Ward-4,8467,37.7,32.3,0,3,282.03,0
Ward-17,9642,37.5,31.5,0,20,561.1,1
Ward-3,5243,31.3,5.4,1,8,159.72,0
Ward-2,3258,43.8,36.7,1,25,211.39,1
Ward-4,9564,43.9,34.3,0,1,536.8,1
Ward-1,2481,33.8,13.4,1,4,128.85,0
Ward-17,2214,24.6,15.1,1,21,103.66,0
Ward-10,11766,21.2,29.0,1,30,358.91,1
Ward-7,8418,27.9,31.7,0,29,259.62,0
Ward-3,4018,41.5,25.6,1,4,174.57,0
Ward-13,10681,30.9,33.5,0,25,627.67,1
Ward-6,5532,34.4,20.2,0,8,234.26,0
Ward-14,3257,20.5,37.4,1,5,144.78,0
Ward-2,8010,35.0,31.1,1,8,354.44,1
Ward-14,2759,32.0,3.8,0,14,128.07,0
Ward-2,5161,41.6,2.2,0,12,230.69,0
Ward-3,2446,28.4,27.4,0,11,130.89,0
Ward-6,5581,24.9,13.6,0,27,241.4,0
Ward-14,11372,20.9,25.1,1,14,607.25,1
Ward-5,5454,44.6,33.3,1,24,305.84,1
Ward-10,11085,18.1,21.1,1,25,389.03,1
Ward-16,11015,37.9,21.1,1,2,406.3,1
Ward-20,4033,19.4,26.7,1,23,209.18,1
Ward-2,10313,27.9,22.6,0,26,401.88,1
Ward-1,9423,44.8,23.3,0,13,504.71,1
Ward-20,8893,38.7,22.9,1,28,466.88,1
Ward-18,11906,38.5,29.8,1,3,666.59,1
Ward-18,7999,33.6,25.5,0,5,303.36,0
Ward-1,10199,42.0,22.8,0,6,562.78,1
Ward-8,6823,39.1,31.1,1,13,338.54,0
Ward-2,8681,34.8,0.9,1,5,348.79,0
Ward-14,2500,35.3,7.0,0,10,136.91,0
Ward-8,10519,34.4,13.0,1,21,410.56,1
Ward-5,11193,38.4,33.4,1,27,330.61,1
Ward-14,3930,44.5,36.1,1,11,133.61,0
Ward-5,8655,33.9,14.3,0,14,415.0,0
Ward-18,8265,33.5,13.8,0,30,434.15,1
Ward-16,8978,20.7,33.2,0,25,321.73,0
Ward-19,7518,44.5,30.0,1,27,259.53,1
Ward-18,4440,24.5,31.9,1,28,206.04,1
Ward-2,2482,40.5,6.6,0,1,89.03,0
Ward-14,11836,28.5,35.4,0,2,415.73,1
Ward-13,10255,23.5,3.2,0,27,508.84,1
Ward-1,2785,43.5,15.0,0,20,120.92,0
Ward-20,3198,41.2,12.9,1,14,184.68,0
Ward-17,5209,41.5,38.0,1,21,187.92,1
Ward-8,6584,25.3,35.8,1,15,311.43,0
Ward-2,9356,41.9,29.0,1,22,302.66,1
Ward-1,11100,39.6,29.8,1,24,540.22,1
Ward-13,2781,44.5,22.6,0,25,129.23,0
Ward-17,10741,25.1,38.8,0,7,452.05,1
Ward-5,7147,27.7,37.2,0,12,406.82,0
Ward-15,10924,43.0,18.6,0,28,670.47,1
Ward-4,3287,34.3,0.0,0,8,162.12,0
Ward-17,7206,21.6,19.8,1,13,231.13,0
Ward-3,10932,26.0,10.6,0,24,657.79,1
Ward-11,2782,21.8,15.8,0,27,82.36,0
Ward-2,5874,30.2,27.3,0,13,243.44,0
Ward-5,9589,38.0,20.0,0,30,321.92,0
Ward-6,3511,41.7,35.8,0,4,161.95,0
Ward-14,4811,33.5,13.6,1,26,254.13,0
Ward-8,8979,41.4,9.3,0,29,300.96,0
Ward-18,7217,29.0,13.5,1,24,232.9,0
Ward-19,10922,37.4,17.1,0,15,466.83,0
Ward-16,5865,42.3,20.7,0,28,309.98,0
Ward-1,8162,32.6,3.4,0,6,293.66,0
Ward-6,3412,44.8,27.1,1,1,183.49,0
Ward-15,3718,36.5,16.2,0,24,125.72,0
Ward-6,3191,44.5,5.5,1,15,186.2,0
Ward-18,11676,32.4,27.3,0,14,570.33,1
Ward-18,2264,43.7,5.1,0,28,71.75,0
Ward-20,5765,35.9,21.7,1,17,346.48,0
Ward-10,11922,27.1,29.4,0,21,381.58,1
Ward-18,10315,30.4,32.4,0,23,495.75,1
Ward-6,5854,42.2,16.1,1,16,220.8,0
Ward-6,2429,43.2,18.1,1,25,83.11,0
Ward-15,10108,34.5,19.7,0,28,508.97,1
Ward-17,10146,37.4,6.2,0,11,449.32,0
Ward-2,10718,26.6,21.0,1,21,386.43,1
Ward-8,8040,19.4,10.8,0,22,451.42,1
Ward-13,8241,37.6,13.3,1,19,263.62,0
Ward-6,6580,42.3,7.0,1,28,261.38,0
Ward-17,8441,30.4,15.8,0,12,466.97,0
Ward-6,6040,35.1,5.3,1,26,266.77,0
Ward-7,10948,43.9,37.0,0,11,451.85,1
Ward-11,5057,32.4,13.5,1,6,284.1,0
Ward-6,11428,22.6,37.8,0,28,574.71,1
Ward-20,8062,20.8,34.4,0,18,408.5,0
Ward-1,10022,32.0,38.3,1,1,494.27,1
Ward-10,6287,24.1,7.8,0,29,316.49,0
Ward-19,3220,43.0,4.5,1,20,125.25,0
Ward-17,7465,33.7,10.8,0,3,400.15,0
Ward-10,3445,26.8,18.1,1,27,121.51,0
Ward-6,7998,34.7,8.6,1,16,432.6,0
Ward-4,5901,39.6,17.9,1,2,184.7,0
Ward-5,3787,25.7,30.8,0,2,188.9,0
Ward-13,10670,43.6,4.9,1,18,348.65,0
Ward-5,9831,18.2,14.4,0,28,448.91,1
Ward-12,8589,22.4,5.5,1,18,478.53,0
Ward-14,8817,19.6,13.0,1,26,465.58,1
Ward-9,6893,41.3,5.5,1,17,286.17,0
Ward-9,10869,35.1,29.3,1,12,578.51,1
Ward-20,6719,22.8,5.2,0,3,362.45,0
Ward-11,2416,21.7,34.0,0,2,76.06,0
Ward-8,11606,35.5,9.3,0,5,584.97,0
Ward-4,7340,41.4,2.8,0,11,276.4,0
Ward-7,8974,33.0,7.3,0,10,364.91,0
Ward-17,8276,28.4,24.8,1,5,386.33,1
Ward-8,8931,30.1,25.5,1,24,528.04,1
Ward-5,2104,21.5,33.8,0,30,74.77,0
Ward-3,10615,23.9,32.5,0,24,374.49,1
Ward-5,5279,34.4,35.1,0,21,190.36,0
Ward-13,2132,41.9,20.8,1,9,83.43,0
Ward-18,9588,27.3,21.3,1,13,420.32,1
Ward-15,4899,39.2,36.0,1,15,204.0,0
Ward-12,11208,34.9,19.4,1,5,644.01,1
Ward-11,4333,34.7,20.4,1,13,249.09,0
Ward-4,8430,19.4,34.8,1,4,403.15,1
Ward-15,5523,23.4,31.5,0,30,262.52,0
Ward-6,2479,26.8,6.9,0,24,91.85,0
Ward-4,8997,39.6,26.3,0,21,353.87,1
Ward-5,5874,42.2,13.0,1,23,357.7,1
Ward-18,5329,26.6,37.6,1,14,188.39,0
Ward-15,10078,23.9,32.3,1,8,589.96,1
Ward-9,6159,33.6,38.1,1,20,301.63,0
Ward-15,11889,40.3,34.4,1,1,410.27,1
Ward-3,4655,19.5,9.9,1,25,213.15,0
Ward-4,5510,31.2,35.8,1,5,263.44,0
Ward-17,5981,21.5,1.1,0,5,317.65,0
Ward-2,10978,23.1,1.5,0,9,579.52,0
Ward-15,10497,31.6,34.5,1,12,537.91,1
Ward-12,10426,27.6,9.5,1,30,345.34,1
Ward-2,5309,18.5,39.1,0,30,204.32,0
Ward-19,11401,26.7,18.4,1,27,658.38,1
Ward-19,3533,18.6,6.0,0,25,221.9,0
Ward-12,2393,20.5,8.0,1,21,134.55,0
Ward-2,5216,42.6,23.1,1,3,193.15,0
Ward-3,11972,44.1,5.8,0,21,399.44,1
Ward-7,4578,21.2,27.5,1,14,207.82,0
Ward-2,3886,34.4,29.8,0,4,125.83,0
Ward-5,4960,19.1,24.7,0,15,162.75,0
Ward-17,9170,43.2,7.9,0,2,343.57,0
Ward-13,7526,23.6,0.5,0,15,379.28,0
Ward-10,10535,20.8,30.6,1,6,339.18,0
Ward-18,8468,34.9,5.6,1,28,262.86,0
Ward-5,4459,34.1,15.0,0,27,231.64,0
Ward-12,7733,37.5,33.6,0,26,410.36,1
Ward-7,11320,34.1,5.1,1,27,329.29,1
Ward-15,3943,21.8,7.6,1,18,151.6,0
Ward-10,4135,23.7,1.1,0,29,202.42,0
Ward-5,9894,43.1,16.9,1,20,334.12,0
Ward-16,6553,19.6,24.0,0,15,356.47,0
Ward-14,8982,41.3,0.9,0,5,294.8,0
Ward-4,7609,26.6,38.1,0,27,434.09,1
Ward-1,5634,36.9,34.7,0,8,159.61,0
Ward-12,8644,43.8,22.6,1,12,380.53,1
Ward-20,3063,28.0,23.6,1,12,131.82,0
Ward-8,6116,30.9,4.3,1,15,247.57,0
Ward-18,2973,38.8,31.9,0,2,119.92,0
Ward-14,11074,24.2,18.0,1,25,645.13,1
Ward-14,10458,19.2,0.5,0,26,536.4,1
Ward-4,4426,34.0,34.7,0,11,224.84,0
Ward-7,10329,19.1,18.1,0,2,442.18,0
Ward-3,2783,40.0,11.5,1,16,120.6,0
Ward-6,3871,37.0,1.0,1,6,171.03,0
Ward-12,9320,29.5,17.2,1,16,272.72,0
Ward-1,7468,23.4,26.8,0,20,327.14,0
Ward-15,6165,40.6,35.6,1,27,206.62,1
Ward-3,10595,24.5,5.5,1,1,347.24,0
Ward-13,8796,29.5,12.4,1,21,429.59,1
Ward-4,2828,30.1,19.4,1,4,143.87,0
Ward-9,11593,24.4,30.7,0,27,606.72,1
Ward-9,11407,18.1,10.0,0,11,592.35,0
Ward-20,11975,31.5,32.3,1,21,670.34,1
Ward-13,11930,32.3,19.7,0,21,379.74,1
Ward-15,3970,40.0,15.3,1,4,163.32,0
Ward-4,4432,23.8,11.5,0,16,187.41,0
Ward-8,4854,38.6,17.5,0,24,246.55,0
Ward-19,11750,25.8,22.7,0,20,490.33,1
Ward-9,4705,41.9,33.9,0,1,153.44,0
Ward-15,10856,40.8,4.2,1,2,606.02,1
Ward-1,6251,20.6,37.2,0,8,264.87,0
Ward-20,11364,31.8,20.2,1,29,375.38,1
Ward-15,2367,37.7,21.5,1,30,99.2,1
Ward-3,10955,43.1,35.8,1,18,384.4,1
Ward-15,7833,32.1,29.5,0,19,484.85,0
Ward-12,9170,43.2,21.6,0,26,283.77,1
Ward-14,9771,26.6,26.7,0,27,351.04,1
Ward-10,11759,28.9,30.6,0,30,424.09,1
Ward-19,6430,39.4,24.0,1,18,353.26,1
Ward-13,11479,43.5,26.8,1,22,553.86,1
Ward-19,7810,24.2,4.7,0,26,354.92,1
Ward-14,2721,31.3,22.1,0,6,128.39,0
Ward-18,11145,24.1,28.9,1,4,593.23,1
Ward-13,4977,25.9,1.8,1,23,258.22,0
Ward-13,8287,32.8,28.8,1,1,315.12,0
Ward-5,3061,30.0,6.1,1,4,113.66,0
Ward-12,11502,38.5,33.0,1,9,517.3,1
Ward-17,11402,43.9,31.1,1,18,486.8,1
Ward-8,2673,41.8,5.5,1,13,138.27,0
Ward-17,9293,34.3,2.7,0,20,494.6,0
Ward-3,5513,45.0,4.5,0,12,294.23,0
Ward-6,5351,37.3,4.3,0,16,291.84,0
Ward-11,5056,44.5,1.8,1,11,219.83,0
Ward-11,2359,42.6,14.4,1,25,77.93,0
Ward-4,3595,29.6,26.0,0,23,120.17,0
Ward-19,8822,28.9,2.5,1,29,515.81,1
Ward-17,4077,36.9,23.8,0,18,204.79,0
Ward-1,8565,30.5,22.0,0,9,268.24,0
Ward-17,3713,39.3,33.6,0,30,150.4,0
Ward-9,10944,29.4,26.5,0,23,644.35,1
Ward-20,11003,29.9,37.2,1,19,448.89,1
Ward-3,7362,27.2,10.4,1,26,351.03,1
